Variable;JPN;Year;Value
omegga_lowcarbon;JPN;2060;0.76255500000000000
omegga_lowcarbon;JPN;2061;0.76255500000000000
omegga_lowcarbon;JPN;2062;0.76255500000000000
omegga_lowcarbon;JPN;2063;0.76255500000000000
omegga_lowcarbon;JPN;2064;0.76255500000000000
omegga_lowcarbon;JPN;2065;0.76255500000000000
omegga_lowcarbon;JPN;2066;0.76255500000000000
omegga_lowcarbon;JPN;2067;0.76255500000000000
omegga_lowcarbon;JPN;2068;0.76255500000000000
omegga_lowcarbon;JPN;2069;0.76255500000000000
omegga_lowcarbon;JPN;2070;0.76255500000000000
omegga_lowcarbon;JPN;2071;0.76255500000000000 
omegga_lowcarbon;JPN;2072;0.76255500000000000 
omegga_lowcarbon;JPN;2073;0.76255500000000000 
omegga_lowcarbon;JPN;2074;0.76255500000000000 
omegga_lowcarbon;JPN;2075;0.76255500000000000 
omegga_lowcarbon;JPN;2076;0.76255500000000000 
omegga_lowcarbon;JPN;2077;0.76255500000000000 
omegga_lowcarbon;JPN;2078;0.76255500000000000 
omegga_lowcarbon;JPN;2079;0.76255500000000000 
omegga_lowcarbon;JPN;2080;0.76255500000000000 
omegga_lowcarbon;JPN;2081;0.76255500000000000 
omegga_lowcarbon;JPN;2082;0.76255500000000000 
omegga_lowcarbon;JPN;2083;0.76255500000000000 
omegga_lowcarbon;JPN;2084;0.76255500000000000 
omegga_lowcarbon;JPN;2085;0.76255500000000000 
omegga_lowcarbon;JPN;2086;0.76255500000000000 
omegga_lowcarbon;JPN;2087;0.76255500000000000 
omegga_lowcarbon;JPN;2088;0.76255500000000000 
omegga_lowcarbon;JPN;2089;0.76255500000000000 
omegga_lowcarbon;JPN;2090;0.76255500000000000 
omegga_lowcarbon;JPN;2091;0.76255500000000000 
omegga_lowcarbon;JPN;2092;0.76255500000000000 
omegga_lowcarbon;JPN;2093;0.76255500000000000 
omegga_lowcarbon;JPN;2094;0.76255500000000000 
omegga_lowcarbon;JPN;2095;0.76255500000000000 
omegga_lowcarbon;JPN;2096;0.76255500000000000 
omegga_lowcarbon;JPN;2097;0.76255500000000000 
omegga_lowcarbon;JPN;2098;0.76255500000000000 
omegga_lowcarbon;JPN;2099;0.76255500000000000 
omegga_lowcarbon;JPN;2100;0.76255500000000000 

omegga_cautious;JPN;2019;0.15692960700000000
omegga_cautious;JPN;2020;0.15550580000000000
omegga_cautious;JPN;2021;0.15398498300000000
omegga_cautious;JPN;2022;0.15247903900000000
omegga_cautious;JPN;2023;0.15098782300000000
omegga_cautious;JPN;2024;0.14951119100000000
omegga_cautious;JPN;2025;0.14804900000000000
omegga_cautious;JPN;2026;0.14659400100000000
omegga_cautious;JPN;2027;0.14515330100000000
omegga_cautious;JPN;2028;0.14372676000000000
omegga_cautious;JPN;2029;0.14231423900000000
omegga_cautious;JPN;2030;0.14091560000000000
omegga_cautious;JPN;2031;0.13962945600000000
omegga_cautious;JPN;2032;0.13835505000000000
omegga_cautious;JPN;2033;0.13709227700000000
omegga_cautious;JPN;2034;0.13584102800000000
omegga_cautious;JPN;2035;0.13460120000000000
omegga_cautious;JPN;2036;0.13341771000000000
omegga_cautious;JPN;2037;0.13224462700000000
omegga_cautious;JPN;2038;0.13108185700000000
omegga_cautious;JPN;2039;0.12992931200000000
omegga_cautious;JPN;2040;0.12878690000000000
omegga_cautious;JPN;2041;0.12757153700000000
omegga_cautious;JPN;2042;0.12636764300000000
omegga_cautious;JPN;2043;0.12517511000000000
omegga_cautious;JPN;2044;0.12399383100000000
omegga_cautious;JPN;2045;0.12282370000000000
omegga_cautious;JPN;2046;0.12162652900000000
omegga_cautious;JPN;2047;0.12044102600000000
omegga_cautious;JPN;2048;0.11926707900000000
omegga_cautious;JPN;2049;0.11810457400000000
omegga_cautious;JPN;2050;0.11695340000000000
omegga_cautious;JPN;2051;0.11567777500000000
omegga_cautious;JPN;2052;0.11441606400000000
omegga_cautious;JPN;2053;0.11316811400000000
omegga_cautious;JPN;2054;0.11193377500000000
omegga_cautious;JPN;2055;0.11071290000000000
omegga_cautious;JPN;2056;0.10941078900000000
omegga_cautious;JPN;2057;0.10812399300000000
omegga_cautious;JPN;2058;0.10685233100000000
omegga_cautious;JPN;2059;0.10559562500000000
omegga_cautious;JPN;2060;0.10435370000000000
omegga_cautious;JPN;2061;0.10435370000000000
omegga_cautious;JPN;2062;0.10435370000000000
omegga_cautious;JPN;2063;0.10435370000000000
omegga_cautious;JPN;2064;0.10435370000000000
omegga_cautious;JPN;2065;0.10435370000000000
omegga_cautious;JPN;2066;0.10435370000000000
omegga_cautious;JPN;2067;0.10435370000000000
omegga_cautious;JPN;2068;0.10435370000000000
omegga_cautious;JPN;2069;0.10435370000000000
omegga_cautious;JPN;2070;0.10435370000000000
omegga_cautious;JPN;2071;0.10435370000000000 
omegga_cautious;JPN;2072;0.10435370000000000 
omegga_cautious;JPN;2073;0.10435370000000000 
omegga_cautious;JPN;2074;0.10435370000000000 
omegga_cautious;JPN;2075;0.10435370000000000 
omegga_cautious;JPN;2076;0.10435370000000000 
omegga_cautious;JPN;2077;0.10435370000000000 
omegga_cautious;JPN;2078;0.10435370000000000 
omegga_cautious;JPN;2079;0.10435370000000000 
omegga_cautious;JPN;2080;0.10435370000000000 
omegga_cautious;JPN;2081;0.10435370000000000 
omegga_cautious;JPN;2082;0.10435370000000000 
omegga_cautious;JPN;2083;0.10435370000000000 
omegga_cautious;JPN;2084;0.10435370000000000 
omegga_cautious;JPN;2085;0.10435370000000000 
omegga_cautious;JPN;2086;0.10435370000000000 
omegga_cautious;JPN;2087;0.10435370000000000 
omegga_cautious;JPN;2088;0.10435370000000000 
omegga_cautious;JPN;2089;0.10435370000000000 
omegga_cautious;JPN;2090;0.10435370000000000 
omegga_cautious;JPN;2091;0.10435370000000000 
omegga_cautious;JPN;2092;0.10435370000000000 
omegga_cautious;JPN;2093;0.10435370000000000 
omegga_cautious;JPN;2094;0.10435370000000000 
omegga_cautious;JPN;2095;0.10435370000000000 
omegga_cautious;JPN;2096;0.10435370000000000 
omegga_cautious;JPN;2097;0.10435370000000000 
omegga_cautious;JPN;2098;0.10435370000000000 
omegga_cautious;JPN;2099;0.10435370000000000 
omegga_cautious;JPN;2100;0.10435370000000000 

A_el_WITCH;JPN;2019;0.95228263407387
A_el_WITCH;JPN;2020;0.92928472135330
A_el_WITCH;JPN;2021;0.97642856958647
A_el_WITCH;JPN;2022;1.02596408785915
A_el_WITCH;JPN;2023;1.07801260876916
A_el_WITCH;JPN;2024;1.13270162027819
A_el_WITCH;JPN;2025;1.19016507798155
A_el_WITCH;JPN;2026;1.22186363566272
A_el_WITCH;JPN;2027;1.25440644476553
A_el_WITCH;JPN;2028;1.28781599087024
A_el_WITCH;JPN;2029;1.32211535843241
A_el_WITCH;JPN;2030;1.35732824673317
A_el_WITCH;JPN;2031;1.38481523550477
A_el_WITCH;JPN;2032;1.41285885790832
A_el_WITCH;JPN;2033;1.44147038622260
A_el_WITCH;JPN;2034;1.47066132099910
A_el_WITCH;JPN;2035;1.50044339568473
A_el_WITCH;JPN;2036;1.52133654651745
A_el_WITCH;JPN;2037;1.54252062718662
A_el_WITCH;JPN;2038;1.56399968878874
A_el_WITCH;JPN;2039;1.58577783883036
A_el_WITCH;JPN;2040;1.60785924201369
A_el_WITCH;JPN;2041;1.62952299543893
A_el_WITCH;JPN;2042;1.65147863897508
A_el_WITCH;JPN;2043;1.67373010545109
A_el_WITCH;JPN;2044;1.69628138068554
A_el_WITCH;JPN;2045;1.71913650420057
A_el_WITCH;JPN;2046;1.73193794055124
A_el_WITCH;JPN;2047;1.74483470195157
A_el_WITCH;JPN;2048;1.75782749823325
A_el_WITCH;JPN;2049;1.77091704451367
A_el_WITCH;JPN;2050;1.78410406123529
A_el_WITCH;JPN;2051;1.79633111201175
A_el_WITCH;JPN;2052;1.80864195878079
A_el_WITCH;JPN;2053;1.82103717582387
A_el_WITCH;JPN;2054;1.83351734135815
A_el_WITCH;JPN;2055;1.84608303756355
A_el_WITCH;JPN;2056;1.85633235622372
A_el_WITCH;JPN;2057;1.86663857835511
A_el_WITCH;JPN;2058;1.87700201988165
A_el_WITCH;JPN;2059;1.88742299848125
A_el_WITCH;JPN;2060;1.89790183359557
A_el_WITCH;JPN;2061;1.89790183359557
A_el_WITCH;JPN;2062;1.89790183359557
A_el_WITCH;JPN;2063;1.89790183359557
A_el_WITCH;JPN;2064;1.89790183359557
A_el_WITCH;JPN;2065;1.89790183359557
A_el_WITCH;JPN;2066;1.89790183359557
A_el_WITCH;JPN;2067;1.89790183359557
A_el_WITCH;JPN;2068;1.89790183359557
A_el_WITCH;JPN;2069;1.89790183359557
A_el_WITCH;JPN;2070;1.89790183359557
A_el_WITCH;JPN;2071;1.89790183359557 
A_el_WITCH;JPN;2072;1.89790183359557 
A_el_WITCH;JPN;2073;1.89790183359557 
A_el_WITCH;JPN;2074;1.89790183359557 
A_el_WITCH;JPN;2075;1.89790183359557 
A_el_WITCH;JPN;2076;1.89790183359557 
A_el_WITCH;JPN;2077;1.89790183359557 
A_el_WITCH;JPN;2078;1.89790183359557 
A_el_WITCH;JPN;2079;1.89790183359557 
A_el_WITCH;JPN;2080;1.89790183359557 
A_el_WITCH;JPN;2081;1.89790183359557 
A_el_WITCH;JPN;2082;1.89790183359557 
A_el_WITCH;JPN;2083;1.89790183359557 
A_el_WITCH;JPN;2084;1.89790183359557 
A_el_WITCH;JPN;2085;1.89790183359557 
A_el_WITCH;JPN;2086;1.89790183359557 
A_el_WITCH;JPN;2087;1.89790183359557 
A_el_WITCH;JPN;2088;1.89790183359557 
A_el_WITCH;JPN;2089;1.89790183359557 
A_el_WITCH;JPN;2090;1.89790183359557 
A_el_WITCH;JPN;2091;1.89790183359557 
A_el_WITCH;JPN;2092;1.89790183359557 
A_el_WITCH;JPN;2093;1.89790183359557 
A_el_WITCH;JPN;2094;1.89790183359557 
A_el_WITCH;JPN;2095;1.89790183359557 
A_el_WITCH;JPN;2096;1.89790183359557 
A_el_WITCH;JPN;2097;1.89790183359557 
A_el_WITCH;JPN;2098;1.89790183359557 
A_el_WITCH;JPN;2099;1.89790183359557 
A_el_WITCH;JPN;2100;1.89790183359557 

A_nel_WITCH;JPN;2019;1.00950202967189
A_nel_WITCH;JPN;2020;1.01473020054676
A_nel_WITCH;JPN;2021;1.07030280287976
A_nel_WITCH;JPN;2022;1.12892564466927
A_nel_WITCH;JPN;2023;1.19076652506114
A_nel_WITCH;JPN;2024;1.25600249055993
A_nel_WITCH;JPN;2025;1.32482034566310
A_nel_WITCH;JPN;2026;1.35030165433021
A_nel_WITCH;JPN;2027;1.37629592529779
A_nel_WITCH;JPN;2028;1.40281365028653
A_nel_WITCH;JPN;2029;1.42986553442809
A_nel_WITCH;JPN;2030;1.45746250101898
A_nel_WITCH;JPN;2031;1.47653337295018
A_nel_WITCH;JPN;2032;1.49587477218961
A_nel_WITCH;JPN;2033;1.51549059262386
A_nel_WITCH;JPN;2034;1.53538478552250
A_nel_WITCH;JPN;2035;1.55556136038307
A_nel_WITCH;JPN;2036;1.58151603432514
A_nel_WITCH;JPN;2037;1.60790714962092
A_nel_WITCH;JPN;2038;1.63474211221476
A_nel_WITCH;JPN;2039;1.66202845506952
A_nel_WITCH;JPN;2040;1.68977384037316
A_nel_WITCH;JPN;2041;1.73239579123394
A_nel_WITCH;JPN;2042;1.77615897354918
A_nel_WITCH;JPN;2043;1.82109655478562
A_nel_WITCH;JPN;2044;1.86724277447064
A_nel_WITCH;JPN;2045;1.91463298355901
A_nel_WITCH;JPN;2046;1.96102889682229
A_nel_WITCH;JPN;2047;2.00870815019222
A_nel_WITCH;JPN;2048;2.05771319324055
A_nel_WITCH;JPN;2049;2.10808820307326
A_nel_WITCH;JPN;2050;2.15987917082530
A_nel_WITCH;JPN;2051;2.21222053274771
A_nel_WITCH;JPN;2052;2.26603470457709
A_nel_WITCH;JPN;2053;2.32137220426217
A_nel_WITCH;JPN;2054;2.37828571358159
A_nel_WITCH;JPN;2055;2.43683019304300
A_nel_WITCH;JPN;2056;2.49950636831714
A_nel_WITCH;JPN;2057;2.56412601847303
A_nel_WITCH;JPN;2058;2.63076563296779
A_nel_WITCH;JPN;2059;2.69950556876683
A_nel_WITCH;JPN;2060;2.77043029594499
A_nel_WITCH;JPN;2061;2.77043029594499
A_nel_WITCH;JPN;2062;2.77043029594499
A_nel_WITCH;JPN;2063;2.77043029594499
A_nel_WITCH;JPN;2064;2.77043029594499
A_nel_WITCH;JPN;2065;2.77043029594499
A_nel_WITCH;JPN;2066;2.77043029594499
A_nel_WITCH;JPN;2067;2.77043029594499
A_nel_WITCH;JPN;2068;2.77043029594499
A_nel_WITCH;JPN;2069;2.77043029594499
A_nel_WITCH;JPN;2070;2.77043029594499
A_nel_WITCH;JPN;2071;2.77043029594499 
A_nel_WITCH;JPN;2072;2.77043029594499 
A_nel_WITCH;JPN;2073;2.77043029594499 
A_nel_WITCH;JPN;2074;2.77043029594499 
A_nel_WITCH;JPN;2075;2.77043029594499 
A_nel_WITCH;JPN;2076;2.77043029594499 
A_nel_WITCH;JPN;2077;2.77043029594499 
A_nel_WITCH;JPN;2078;2.77043029594499 
A_nel_WITCH;JPN;2079;2.77043029594499 
A_nel_WITCH;JPN;2080;2.77043029594499 
A_nel_WITCH;JPN;2081;2.77043029594499 
A_nel_WITCH;JPN;2082;2.77043029594499 
A_nel_WITCH;JPN;2083;2.77043029594499 
A_nel_WITCH;JPN;2084;2.77043029594499 
A_nel_WITCH;JPN;2085;2.77043029594499 
A_nel_WITCH;JPN;2086;2.77043029594499 
A_nel_WITCH;JPN;2087;2.77043029594499 
A_nel_WITCH;JPN;2088;2.77043029594499 
A_nel_WITCH;JPN;2089;2.77043029594499 
A_nel_WITCH;JPN;2090;2.77043029594499 
A_nel_WITCH;JPN;2091;2.77043029594499 
A_nel_WITCH;JPN;2092;2.77043029594499 
A_nel_WITCH;JPN;2093;2.77043029594499 
A_nel_WITCH;JPN;2094;2.77043029594499 
A_nel_WITCH;JPN;2095;2.77043029594499 
A_nel_WITCH;JPN;2096;2.77043029594499 
A_nel_WITCH;JPN;2097;2.77043029594499 
A_nel_WITCH;JPN;2098;2.77043029594499 
A_nel_WITCH;JPN;2099;2.77043029594499 
A_nel_WITCH;JPN;2100;2.77043029594499 

modifier_sharing_lowcarbon;JPN;2019;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2020;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2021;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2022;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2023;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2024;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2025;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2026;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2027;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2028;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2029;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2030;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2031;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2032;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2033;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2034;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2035;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2036;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2037;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2038;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2039;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2040;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2041;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2042;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2043;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2044;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2045;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2046;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2047;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2048;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2049;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2050;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2051;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2052;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2053;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2054;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2055;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2056;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2057;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2058;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2059;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2060;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2061;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2062;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2063;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2064;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2065;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2066;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2067;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2068;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2069;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2070;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2071;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2072;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2073;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2074;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2075;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2076;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2077;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2078;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2079;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2080;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2081;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2082;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2083;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2084;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2085;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2086;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2087;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2088;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2089;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2090;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2091;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2092;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2093;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2094;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2095;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2096;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2097;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2098;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2099;%modifier_sharing_lowcarbon%
modifier_sharing_lowcarbon;JPN;2100;%modifier_sharing_lowcarbon%

modifier_sharing_cautious;JPN;2019;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2020;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2021;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2022;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2023;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2024;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2025;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2026;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2027;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2028;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2029;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2030;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2031;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2032;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2033;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2034;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2035;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2036;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2037;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2038;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2039;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2040;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2041;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2042;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2043;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2044;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2045;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2046;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2047;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2048;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2049;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2050;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2051;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2052;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2053;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2054;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2055;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2056;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2057;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2058;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2059;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2060;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2061;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2062;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2063;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2064;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2065;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2066;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2067;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2068;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2069;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2070;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2071;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2072;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2073;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2074;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2075;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2076;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2077;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2078;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2079;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2080;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2081;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2082;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2083;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2084;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2085;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2086;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2087;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2088;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2089;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2090;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2091;%modifier_sharing_cautious%
modifier_sharing_cautious;JPN;2092;%modifier_sharing_cautious%
